0.07 0.66 1.55 60.06 60.06 60.06 60.06 60.06 60.01 60.01 60.02 
0.02 0.01 0.02 60.03 60.03 60.06 60.06 60.06 60.00 60.01 12.63 
0.13 1.78 2.20 60.06 60.06 60.06 60.06 60.06 60.03 60.01 60.01 
0.02 0.42 0.14 60.05 60.05 60.06 60.06 60.06 60.01 60.02 60.00 
0.04 0.45 0.92 39.66 13.51 60.06 60.06 25.92 58.97 60.01 60.00 
0.02 1.15 0.04 60.05 60.06 60.06 60.06 60.06 60.01 60.02 60.00 
0.02 0.07 0.09 60.06 60.06 60.06 60.06 60.06 60.01 60.01 60.01 
0.78 12.87 13.53 60.05 60.06 60.04 60.04 60.05 60.02 60.01 60.00 
0.04 2.14 0.55 60.06 60.06 60.02 60.05 60.06 60.02 60.02 60.00 
0.11 2.42 2.33 60.06 60.06 60.06 60.06 60.03 60.01 60.03 60.00 
0.02 0.00 0.02 60.05 60.05 60.03 60.06 60.06 60.02 60.00 17.60 
0.02 0.27 0.04 60.06 60.06 60.06 60.06 60.06 60.01 60.02 60.00 
0.01 0.02 0.02 60.06 60.04 60.06 60.03 60.06 60.01 60.02 60.00 
0.02 0.01 0.04 60.01 60.04 60.04 60.06 60.06 60.02 60.02 60.00 
0.01 0.01 0.02 60.06 60.06 60.06 60.06 60.06 60.01 60.01 32.77 
0.02 0.36 0.03 60.03 60.06 60.06 60.03 60.06 60.01 60.02 60.00 
0.06 0.56 1.26 60.06 60.06 60.06 60.06 60.04 60.02 60.02 60.01 
0.11 1.51 2.09 60.06 60.06 60.06 60.06 60.03 60.01 60.01 60.00 
0.05 0.52 1.23 60.06 43.29 60.06 60.01 60.06 24.72 60.01 60.01 
0.04 0.03 0.02 60.06 60.06 60.06 60.06 60.03 60.01 60.01 11.71 
0.28 60.08 6.48 60.05 60.04 60.06 60.01 60.06 60.02 60.02 10.76 
0.02 0.14 0.05 12.84 12.44 0.23 0.13 0.09 0.03 0.13 0.16 
0.05 0.78 1.21 0.45 0.25 9.31 2.32 4.59 24.42 0.09 16.04 
0.02 0.03 0.03 14.89 4.49 8.98 4.64 4.79 3.36 3.36 1.59 
0.02 0.09 0.26 60.06 60.06 60.06 60.06 60.06 60.01 60.01 60.00 
0.01 0.01 0.05 60.06 60.04 60.06 60.06 60.05 60.02 60.01 60.00 
0.00 0.05 0.02 60.03 60.02 60.05 60.02 60.06 60.02 60.02 60.01 
0.12 4.19 1.66 60.06 60.05 60.01 60.06 60.05 60.01 60.01 3.50 
0.02 0.31 0.03 60.06 60.06 60.05 60.06 60.06 60.01 60.02 60.00 
0.02 0.42 0.03 60.06 60.01 60.06 60.06 60.04 60.01 60.01 60.00 
0.10 1.54 2.22 60.05 60.05 60.04 60.06 60.06 60.03 60.01 60.01 
0.02 0.95 0.06 2.09 1.05 60.06 39.78 39.20 60.01 40.91 1.61 
0.02 0.02 0.07 60.06 60.06 60.06 60.06 60.04 60.02 60.01 6.37 
0.01 0.10 0.03 60.06 60.03 60.06 60.06 60.05 60.02 60.01 60.00 
8.56 100.46 249.65 54.33 60.06 52.55 60.06 60.06 3.86 60.01 60.03 
0.18 0.56 0.20 60.04 60.06 60.06 60.03 60.02 60.01 60.01 60.00 
0.01 0.20 0.09 60.06 60.05 29.57 60.06 60.03 60.02 60.01 3.07 
0.05 19.18 0.13 60.06 60.04 60.06 60.06 60.06 60.02 60.01 41.74 
0.03 0.29 0.12 60.06 60.06 60.06 60.06 60.04 60.00 60.01 60.00 
0.16 1.57 3.75 60.06 60.06 60.05 60.06 60.06 60.01 60.00 60.00 
0.63 67.99 29.45 60.06 60.06 60.05 60.03 60.05 60.01 60.03 60.00 
0.07 0.42 1.01 60.06 60.06 60.02 60.06 60.06 60.01 60.02 60.01 
0.02 20.27 0.13 60.05 60.06 60.04 60.03 60.02 60.02 60.01 33.53 
2.21 62.63 58.64 43.03 60.05 44.13 60.06 60.02 60.01 60.01 60.01 
0.06 0.11 0.05 60.06 60.06 60.06 60.06 60.06 60.01 60.01 60.00 
7.50 113.17 238.86 55.30 60.06 53.92 60.06 60.06 4.15 60.02 60.05 
0.13 0.65 0.20 60.06 60.05 60.06 60.06 60.03 60.02 60.01 60.00 
0.02 0.05 0.02 60.04 60.06 60.06 60.05 60.04 60.00 60.01 12.60 
0.03 19.11 0.13 60.06 60.06 60.06 60.06 60.06 60.02 60.01 16.88 
5.34 76.38 175.22 53.82 60.01 56.48 60.06 60.06 4.00 60.02 60.00 
0.15 10.16 0.15 60.06 60.06 60.06 60.06 60.06 60.01 60.02 60.00 
0.21 6.89 4.43 36.22 8.81 60.06 60.06 60.03 60.01 60.03 36.47 
0.04 0.37 0.75 60.06 60.06 60.06 60.04 60.06 60.01 16.43 60.01 
0.02 0.01 0.03 3.85 7.14 1.79 22.32 5.79 32.36 2.27 1.68 
4.82 70.93 144.79 52.75 60.06 56.26 60.03 60.06 60.00 60.01 60.00 
0.14 0.18 0.13 60.06 60.06 60.06 60.06 60.06 60.02 60.02 10.16 
5.45 100.74 153.86 51.02 60.06 53.58 60.06 60.06 3.97 60.03 60.02 
0.18 0.83 1.88 60.05 60.06 60.06 60.06 60.06 60.03 60.00 60.01 
2.36 61.61 47.95 60.06 60.06 60.06 60.06 60.06 60.01 60.02 60.00 
0.05 59.82 0.15 60.06 60.04 60.05 60.06 60.03 60.00 60.01 60.00 
0.03 16.03 0.14 60.06 60.06 60.06 60.06 60.06 60.02 60.01 60.00 
0.01 0.33 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.04 1.56 0.90 60.02 60.07 60.06 60.06 60.06 60.04 60.03 60.01 
0.33 8.09 9.30 60.06 60.06 60.06 60.06 60.06 60.02 60.03 60.01 
0.02 0.01 0.02 60.03 60.06 60.06 60.03 60.06 60.02 60.02 60.00 
0.02 0.05 0.02 60.06 60.06 60.06 60.06 60.06 60.01 60.02 60.00 
0.04 0.04 0.03 60.05 60.04 60.06 60.06 60.06 60.02 60.01 60.00 
0.10 1.49 2.07 60.06 60.06 60.06 60.06 60.06 60.03 60.01 60.00 
0.02 34.65 0.12 60.06 60.05 60.02 60.05 60.05 60.02 60.01 60.01 
0.01 0.00 0.01 0.93 0.69 0.87 1.04 0.82 0.49 0.83 0.07 
0.02 19.36 0.12 60.06 60.05 60.06 60.06 60.06 60.02 60.01 40.12 
6.72 76.14 212.63 53.24 60.06 54.85 60.06 60.06 3.82 60.01 60.01 
4.73 63.73 112.38 53.43 60.06 54.71 60.02 60.07 60.01 60.01 60.01 
0.17 0.85 1.45 0.46 0.26 0.45 2.19 0.34 0.07 3.84 1.45 
0.01 0.02 0.02 60.03 60.05 60.06 60.06 60.04 60.02 60.02 22.81 
0.02 0.01 0.02 60.06 60.04 60.02 60.06 60.06 60.01 60.02 7.44 
0.13 4.57 2.81 14.55 2.93 60.06 60.06 60.06 60.01 60.02 13.54 
0.32 3.50 7.01 60.05 60.07 60.06 60.06 60.06 60.01 60.01 60.00 
0.12 1.56 2.35 60.02 60.06 60.06 60.00 60.06 60.03 60.01 60.01 
0.21 7.23 4.24 39.57 8.10 60.06 60.01 60.06 60.01 60.03 19.48 
0.05 0.69 1.36 0.34 0.22 9.11 20.74 1.47 6.89 4.84 27.48 
0.02 0.03 0.02 60.06 60.01 60.06 60.06 60.06 60.01 60.01 7.40 
0.02 0.04 0.04 14.11 4.69 17.12 6.75 6.52 12.33 7.76 2.53 
0.01 0.02 0.02 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.01 0.01 60.06 60.06 60.06 60.05 60.06 60.01 60.00 3.07 
0.01 0.03 0.07 60.06 60.06 60.04 60.06 60.06 60.01 60.02 60.00 
0.06 0.54 1.26 60.06 60.06 60.06 60.03 60.05 60.01 60.01 60.01 
0.05 1.27 0.85 60.05 60.06 60.06 60.06 60.06 60.03 60.02 60.00 
0.11 2.47 2.62 60.05 60.06 60.06 60.05 60.03 60.02 60.03 60.00 
0.03 0.67 0.60 60.06 60.06 60.04 60.06 60.04 60.03 60.01 60.00 
0.02 0.11 0.14 60.02 60.06 60.06 60.06 60.06 60.02 56.48 60.00 
0.02 0.02 0.06 60.06 60.06 60.04 60.06 60.06 60.01 60.02 60.00 
0.09 0.80 1.50 60.06 60.06 60.06 60.06 60.06 60.01 60.03 60.00 
0.15 1.28 2.99 60.01 60.06 60.06 60.01 60.06 60.02 60.01 60.00 
0.02 0.01 0.02 60.06 60.05 60.06 60.04 60.06 60.01 60.01 0.30 
0.14 1.37 2.46 60.05 60.03 60.06 60.06 60.06 60.01 60.01 60.00 
0.01 0.00 0.02 60.06 60.06 60.06 60.05 60.05 60.01 60.01 60.00 
0.01 0.01 0.05 60.06 60.05 60.05 60.01 60.05 60.02 60.01 60.00 
0.04 0.34 0.85 60.06 60.06 60.06 60.06 60.04 60.01 60.01 45.64 
0.17 1.80 3.90 60.06 60.06 60.06 60.06 60.06 60.01 60.01 60.00 
0.05 0.68 1.14 0.44 0.24 0.46 1.61 2.37 2.14 1.28 1.97 
0.01 2.77 0.06 60.04 60.05 60.06 60.06 60.06 60.01 60.03 60.00 
0.03 7.09 0.45 60.04 60.06 60.06 60.06 60.04 60.03 60.04 40.30 
0.02 1.61 0.05 60.05 60.06 60.03 60.06 60.06 60.01 60.02 60.00 
0.02 0.30 0.03 60.06 60.06 60.06 60.06 60.04 60.02 60.02 60.00 
0.18 6.77 4.15 31.44 6.31 60.06 60.06 60.06 60.01 60.03 17.87 
0.07 0.60 1.22 0.33 0.21 0.91 6.12 21.68 1.19 3.16 12.23 
0.03 14.79 0.16 60.05 60.06 60.06 60.05 60.06 60.01 60.02 22.02 
0.01 0.02 0.02 60.03 60.06 60.06 60.06 60.06 60.02 60.02 9.42 
0.02 0.14 0.03 60.05 60.06 60.06 60.06 60.06 60.01 60.03 60.00 
0.06 6.39 0.32 60.06 60.06 60.06 60.03 60.04 60.01 60.01 6.31 
0.04 0.64 0.57 60.04 60.06 60.06 60.06 60.06 60.01 60.01 60.01 
0.01 0.01 0.01 60.06 60.06 60.06 60.05 60.05 60.01 60.01 4.18 
0.02 0.34 0.03 60.06 60.06 60.04 60.06 60.06 60.01 60.02 60.00 
0.28 3.11 6.39 60.01 60.02 60.06 60.06 60.04 60.01 60.01 60.00 
0.02 0.33 0.09 60.06 60.06 60.06 60.06 60.06 60.01 60.02 60.00 
0.02 0.01 0.01 60.06 60.06 60.06 60.01 60.06 60.02 60.02 60.00 
0.02 0.32 0.03 60.06 60.06 60.06 60.06 60.01 60.02 60.02 60.00 
0.05 0.39 0.98 60.06 60.06 60.06 60.05 60.06 60.01 60.02 60.01 
0.03 0.01 0.03 60.06 60.06 60.06 60.06 60.06 60.02 60.02 12.99 
0.02 1.33 0.04 60.06 60.05 60.06 60.06 60.05 60.01 60.02 60.00 
2.65 62.85 82.78 42.51 60.06 40.88 60.03 60.05 60.02 60.02 60.01 
0.07 18.91 0.15 60.06 60.06 60.06 60.06 60.06 60.03 60.01 6.32 
0.01 0.01 0.05 60.06 60.06 60.06 60.06 60.01 60.02 60.01 60.01 
0.02 0.01 0.03 60.06 60.06 60.06 60.06 60.06 60.01 60.02 60.01 
0.01 0.01 0.02 60.06 60.06 60.06 60.05 60.06 60.03 60.01 4.34 
3.02 63.71 78.41 48.35 60.05 46.79 60.06 60.04 60.01 60.03 60.03 
0.07 0.07 0.07 60.06 60.06 60.06 60.06 60.06 60.02 47.87 11.94 
0.02 0.02 0.02 60.02 60.06 60.06 60.06 60.06 60.02 60.01 37.50 
5.37 67.81 158.91 53.33 60.06 54.17 60.06 60.06 3.48 60.02 60.01 
0.64 6.82 14.10 60.06 60.04 60.04 60.02 60.04 60.01 60.01 60.01 
0.03 0.13 0.07 60.04 60.06 60.06 60.06 60.06 60.01 60.01 60.00 
0.01 0.01 0.04 60.06 60.05 60.01 60.06 60.05 60.02 60.01 60.01 
0.10 1.48 2.21 60.06 60.01 60.06 60.06 60.04 60.03 60.01 60.01 
0.01 0.01 0.04 60.06 60.06 60.06 60.06 60.06 60.01 60.02 17.40 
0.01 0.00 0.02 60.01 60.06 60.06 60.06 60.06 60.02 60.00 9.24 
0.11 2.44 2.29 60.00 60.01 60.06 60.06 60.06 60.02 60.03 60.00 
0.11 1.52 2.14 60.05 60.06 60.05 60.04 60.06 60.03 60.01 60.01 
0.01 0.01 0.04 60.01 60.06 60.06 60.06 60.06 60.00 60.00 60.00 
0.04 37.14 0.68 60.06 60.06 60.06 60.06 60.04 60.02 60.02 60.00 
0.11 2.50 2.57 60.06 60.06 60.06 60.02 60.05 60.03 60.01 60.01 
0.02 0.31 0.04 60.06 60.06 60.06 60.02 60.06 60.01 60.01 60.00 
0.06 0.57 1.23 60.03 60.04 60.06 60.04 60.06 60.02 60.02 51.93 
0.01 0.03 0.02 60.06 60.06 60.06 60.05 60.03 60.01 60.01 60.00 
0.02 0.35 0.03 60.00 60.06 60.06 60.06 60.06 60.01 60.01 60.00 
5.72 89.00 181.98 53.78 60.06 53.08 60.06 60.06 3.96 60.02 60.00 
0.18 13.23 0.19 60.03 60.06 60.06 60.06 60.06 60.00 60.02 60.00 
0.03 4.54 0.10 60.06 60.06 60.06 60.06 60.04 60.02 60.01 0.02 
0.01 0.20 0.24 60.06 60.04 60.06 60.06 60.06 60.02 60.01 22.75 
0.01 0.01 0.02 60.06 60.06 60.06 60.06 60.06 60.02 60.00 60.00 
0.06 0.56 1.09 0.30 0.19 0.91 0.78 2.10 10.34 0.76 24.78 
0.14 1.74 3.98 60.06 60.07 60.06 60.05 60.06 60.04 60.01 9.22 
0.06 0.53 1.31 60.03 45.11 60.01 60.04 60.06 60.01 17.89 60.02 
2.48 148.48 73.05 36.28 60.06 37.23 60.06 60.06 60.01 60.01 60.01 
0.06 0.05 0.05 60.06 60.04 60.05 60.06 60.06 60.01 60.02 60.00 
6.70 106.88 220.96 52.91 60.05 54.35 60.06 60.05 4.13 60.03 60.02 
0.08 3.57 1.21 60.06 60.06 60.06 60.06 60.06 60.02 60.00 43.10 
0.02 0.00 0.02 60.06 60.05 60.06 60.06 60.06 60.02 60.01 60.00 
0.11 2.45 2.37 60.06 60.06 60.06 60.06 60.06 60.02 60.01 60.00 
0.02 0.27 0.10 60.06 60.06 60.05 60.06 60.06 60.03 60.00 60.00 
0.02 4.12 0.07 60.06 60.06 60.05 60.06 60.05 60.01 60.00 60.01 
0.44 6.93 6.37 60.04 60.06 60.06 60.05 60.06 60.02 60.01 30.02 
0.05 1.06 0.04 60.06 60.05 60.05 60.06 60.06 60.02 60.02 60.00 
0.12 2.42 2.40 60.06 60.06 60.03 60.06 60.06 60.03 60.01 60.00 
0.03 34.92 0.12 60.05 60.06 60.03 60.06 60.06 60.01 60.00 60.00 
0.02 0.02 0.03 13.94 5.41 7.09 3.51 8.03 2.49 4.46 1.39 
0.02 0.17 0.17 12.55 6.70 0.83 0.65 4.93 0.62 0.34 0.29 
0.03 9.60 0.07 60.06 60.06 60.06 60.06 60.06 60.02 60.02 60.00 
3.33 6380.20 183.58 59.69 60.06 60.06 60.06 60.06 3.00 60.01 60.04 
0.11 1.31 0.15 60.02 60.06 60.06 60.06 60.06 60.01 60.02 60.00 
0.02 14.80 0.15 60.06 60.04 60.06 60.06 60.06 60.01 60.02 60.00 
0.01 0.04 0.02 60.06 60.04 60.06 60.06 60.06 60.01 60.01 60.00 
0.02 0.31 0.09 60.05 60.06 60.06 60.05 60.01 60.01 60.01 60.00 
0.05 0.41 0.96 60.06 60.06 60.06 60.06 60.06 60.01 60.02 60.01 
0.32 3.93 8.85 60.05 60.06 60.06 60.03 60.06 60.02 60.00 60.00 
0.03 0.20 0.13 1.10 0.23 1.10 0.33 0.43 0.42 0.40 0.04 
0.03 0.16 0.06 60.06 60.05 60.04 60.06 60.03 60.01 60.02 5.56 
5.08 70.18 157.27 54.05 60.06 53.99 60.03 60.02 4.14 60.00 60.00 
0.12 0.66 0.23 60.06 60.06 60.02 60.02 60.03 60.02 60.03 60.00 
0.02 2.24 0.25 60.06 60.06 60.06 60.06 60.06 60.02 60.01 60.01 
0.02 0.15 0.02 0.01 0.00 0.01 0.00 0.00 0.01 0.01 0.01 
0.56 60.17 7.67 60.06 60.06 60.06 60.07 60.06 60.01 60.01 1.68 
0.12 2.41 2.44 60.06 60.06 60.06 60.06 60.06 60.03 60.03 60.00 
0.11 2.40 2.49 60.06 60.06 60.06 60.06 60.06 60.01 60.01 60.00 
0.02 1.56 0.06 60.06 60.06 60.06 60.06 60.04 60.01 60.02 60.00 
0.04 32.31 0.23 60.04 60.04 4.98 0.50 46.19 4.69 5.18 0.36 
0.88 22.77 8.48 60.00 60.06 60.06 60.03 60.03 60.01 60.00 13.89 
0.76 15.77 15.84 60.02 60.05 60.06 60.06 60.06 60.03 60.03 60.00 
0.07 0.43 0.58 60.06 60.06 60.01 60.06 60.06 60.01 60.01 60.00 
0.10 1.48 2.08 60.03 60.06 60.05 60.03 60.06 60.03 60.01 60.01 
0.03 0.09 0.23 60.03 60.06 60.06 60.06 60.04 60.02 60.01 60.01 
0.20 9.44 3.54 60.06 60.06 60.04 60.06 60.06 60.01 60.02 60.00 
0.02 0.01 0.02 0.03 0.01 0.01 0.01 0.01 0.00 0.00 0.00 
0.19 88.62 11.85 60.05 60.06 60.06 60.03 60.06 60.02 60.02 60.00 
0.03 0.03 0.03 0.58 1.37 0.10 0.10 0.08 0.15 0.14 0.06 
0.01 0.01 0.02 60.06 60.06 60.04 60.06 60.06 60.02 60.02 60.00 
0.11 2.40 2.39 60.05 60.06 60.06 60.06 60.01 60.03 60.01 60.00 
0.05 0.39 1.00 60.06 60.06 60.06 60.06 60.06 60.01 60.02 60.00 
0.18 6.69 4.03 30.81 6.25 60.04 60.03 60.06 60.01 60.03 9.45 
0.12 1.50 2.22 60.06 60.06 60.06 60.06 60.04 60.03 60.01 60.01 
7.84 101.46 206.79 53.97 60.01 54.04 60.03 60.06 4.10 60.01 60.03 
0.64 61.53 8.09 60.06 60.06 60.06 60.06 60.02 60.02 60.01 4.36 
0.02 0.03 0.02 60.06 60.06 60.06 60.06 60.06 60.02 60.01 60.00 
0.01 0.00 0.01 49.99 42.17 60.06 60.06 60.06 60.01 31.19 0.35 
0.02 14.83 0.14 60.06 60.06 60.06 60.06 60.06 60.01 60.02 23.16 
0.05 2.60 1.09 60.06 60.06 60.06 60.06 60.06 60.02 60.02 60.01 
0.04 1.67 0.53 60.05 60.01 6.66 5.92 6.77 5.88 1.68 1.59 
0.11 1.48 2.19 60.01 60.06 60.05 60.04 60.06 60.03 60.01 60.00 
5.22 81.69 128.57 49.91 60.01 52.76 60.06 60.01 60.01 60.01 60.04 
0.10 4.59 0.20 60.05 60.06 60.07 60.02 60.06 60.03 60.02 60.00 
0.17 5.97 3.63 23.23 4.83 60.06 60.06 60.06 60.03 60.03 4.91 
0.03 0.32 0.03 60.04 60.06 60.05 60.06 60.06 60.01 60.02 60.00 
0.01 0.01 0.01 60.05 60.06 60.06 60.06 60.06 60.01 60.01 41.29 
0.02 0.09 0.15 60.06 60.06 60.06 60.06 60.06 60.01 60.01 60.00 
0.06 0.57 1.29 60.05 60.06 60.06 60.06 60.04 60.02 60.02 60.02 
0.02 0.03 0.05 60.06 60.06 60.06 60.06 60.06 60.02 60.02 3.79 
0.04 0.36 0.62 60.06 60.06 60.06 60.06 60.05 60.01 60.02 11.74 
0.02 0.02 0.05 60.06 60.06 60.06 60.03 60.06 60.00 60.01 60.00 
0.09 0.75 1.74 60.06 60.06 60.04 60.04 60.02 60.03 60.04 60.00 
0.02 19.68 0.12 60.06 60.06 60.06 60.05 60.06 60.01 60.02 11.98 
0.06 0.62 1.23 0.36 0.22 4.89 8.77 0.47 4.58 3.83 10.66 
0.03 1.14 0.25 60.06 60.07 60.06 60.03 60.06 60.01 60.01 60.01 
0.06 0.54 1.25 60.01 60.06 60.06 60.06 60.04 60.01 60.00 60.02 
0.04 0.25 0.55 60.05 60.06 6.16 2.75 2.61 3.44 2.09 1.71 
0.10 2.40 2.45 60.05 60.06 60.05 60.06 60.06 60.02 60.01 60.00 
0.01 0.05 0.02 60.05 60.06 60.06 60.06 60.04 60.02 60.01 24.01 
1.67 60.85 34.85 60.06 60.06 60.02 60.06 60.06 60.03 60.01 60.01 
0.04 0.78 0.21 60.03 16.84 32.06 6.77 4.05 1.05 11.90 1.17 
0.03 0.37 0.03 60.06 60.06 60.03 60.06 60.06 60.03 60.01 60.00 
0.06 0.53 1.30 60.06 60.06 60.06 60.06 60.06 60.01 60.02 60.02 
0.03 0.93 0.22 60.03 60.06 60.06 60.05 60.04 60.02 60.02 60.00 
0.05 0.42 1.04 60.04 60.06 60.06 60.06 60.04 60.01 60.01 60.00 
0.02 0.01 0.02 60.06 60.06 60.04 60.04 60.06 60.01 60.02 60.00 
0.05 59.84 0.12 60.03 60.07 60.06 60.01 60.02 60.01 60.02 60.00 
0.26 3.99 5.76 60.06 60.06 60.06 60.04 60.03 60.03 60.00 32.82 
0.02 0.02 0.08 60.04 60.06 60.06 60.06 60.06 60.02 60.02 60.00 
0.03 0.39 0.03 60.03 60.06 60.05 60.04 60.06 60.01 60.02 60.00 
0.04 0.59 0.60 60.05 60.06 60.05 60.06 60.06 60.01 60.02 60.00 
0.11 2.45 2.39 60.06 60.06 60.06 60.06 60.06 60.02 60.00 60.00 
0.26 61.07 4.84 60.02 60.06 60.02 60.04 60.07 60.01 60.02 3.54 
0.03 0.32 0.07 0.07 0.21 0.03 0.02 0.02 0.01 0.01 0.02 
0.13 2.66 2.36 60.06 60.06 60.02 60.04 60.06 60.02 60.00 60.00 
0.01 0.03 0.02 60.06 60.05 60.06 60.06 41.21 56.46 46.53 13.74 
0.11 2.40 2.56 60.06 60.06 60.02 60.06 60.06 60.03 60.01 60.00 
0.04 4.49 0.81 60.01 60.05 60.04 60.05 60.06 60.01 60.02 60.00 
0.02 0.01 0.03 60.04 60.06 60.05 60.06 60.05 60.01 60.01 60.00 
0.07 0.58 1.08 0.35 0.21 60.06 0.22 5.50 14.43 12.99 46.41 
0.11 2.41 2.52 60.06 60.06 60.06 60.07 60.01 60.02 60.00 60.00 
0.03 15.47 0.16 60.06 60.06 60.02 60.06 60.06 60.01 60.02 40.22 
0.07 59.83 1.64 60.06 60.02 60.06 60.05 60.06 60.02 60.02 60.00 
