10081 NOT_EMPTY 40.15 stranger_afa 1706
10138 NOT_EMPTY 32.76 stranger_afa 1697
10276 NOT_EMPTY 41.26 stranger_afa 2053
10309 NOT_EMPTY 37.37 stranger_afa 1304
10318 NOT_EMPTY 38.15 stranger_afa 3511
10330 NOT_EMPTY 47.26 stranger_afa 422
10411 NOT_EMPTY 43.86 stranger_afa 3510
10489 NOT_EMPTY 44.34 stranger_afa 1547
10588 NOT_EMPTY 44.1 stranger_afa 101
10633 NOT_EMPTY 41.82 stranger_afa 2196
10732 NOT_EMPTY 42.22 stranger_afa 2031
10741 NOT_EMPTY 43.6 stranger_afa 1927
5574 EMPTY 16.08 noodler 12706
5574 EMPTY 1.41 bool_comb 78
5574 EMPTY 12.65 ltl_afa 5759
5574 NOT_EMPTY 16.57 stranger_afa 1551
5574 EMPTY 40.04 automata_inclusion 99
