0.01 0.00 0.00 0.00 0.0 0.08 
0.01 0.01 0.01 0.01 0.0 0.10 
0.00 0.00 0.00 0.00 0.0 0.10 
0.45 0.48 0.46 0.46 0.06 0.28 
0.01 0.00 0.00 0.00 0.01 0.10 
0.02 0.02 0.02 0.02 0.72 0.15 
0.01 0.00 0.00 0.00 0.0 0.09 
0.00 0.00 0.00 0.00 0.0 0.09 
0.01 0.02 0.01 0.01 0.0 0.19 
9.90 14.80 15.90 13.42 1.60 55.13 
0.02 0.00 0.00 0.01 0.02 0.11 
0.02 0.02 0.03 0.02 0.23 0.14 
0.01 0.00 0.00 0.00 0.0 0.08 
0.06 0.07 0.04 0.07 0.0 0.12 
60.11 60.10 60.13 60.08 0.0 25.55 
4.31 7.28 12.00 6.56 0.99 19.80 
0.02 0.00 0.00 0.00 0.01 0.10 
0.01 0.01 0.01 0.01 0.13 0.13 
0.00 0.00 0.00 0.00 0.0 0.08 
60.07 60.04 60.02 60.03 0.0 2.98 
0.02 0.01 0.01 0.01 0.0 0.13 
8.25 10.90 15.45 10.41 1.74 60.01 
0.01 0.00 0.00 0.00 0.02 0.10 
0.01 0.01 0.01 0.01 0.08 0.13 
0.00 0.00 0.00 0.00 0.0 0.08 
0.01 0.01 0.01 0.01 0.0 0.11 
0.00 0.00 0.00 0.00 0.0 0.10 
0.21 0.23 0.20 0.21 0.07 0.16 
0.01 0.00 0.00 0.00 0.01 0.10 
0.08 0.12 0.11 0.09 0.30 0.16 
0.01 0.00 0.00 0.00 0.0 0.08 
0.01 0.01 0.01 0.01 0.0 0.12 
2.43 1.29 0.99 1.64 0.0 0.21 
0.18 0.17 0.10 0.16 0.90 16.91 
0.01 0.00 0.00 0.00 0.01 0.10 
0.01 0.00 0.00 0.00 0.04 0.13 
0.00 0.00 0.00 0.00 0.0 0.08 
0.00 0.00 0.00 0.00 0.0 0.09 
0.00 0.00 0.00 0.00 0.0 0.11 
1.57 2.04 2.34 1.85 0.10 0.28 
0.01 0.00 0.00 0.00 0.01 0.08 
0.05 0.05 0.10 0.05 1.10 1.00 
0.01 0.00 0.00 0.00 0.0 0.08 
0.01 0.01 0.01 0.02 0.0 0.10 
0.00 0.00 0.00 0.00 0.0 0.12 
2.02 2.94 4.66 2.59 0.90 2.38 
0.19 0.13 0.08 0.12 60.15 5.52 
0.00 0.00 0.00 0.00 0.06 0.10 
60.07 60.10 60.06 60.06 0.0 0.17 
0.02 0.02 0.01 0.01 0.0 0.16 
0.01 0.00 0.00 0.00 0.0 0.13 
6.52 5.35 7.44 5.12 0.10 0.54 
0.01 0.00 0.00 0.00 0.02 0.10 
0.10 0.11 0.11 0.11 0.33 0.15 
0.01 0.00 0.00 0.00 0.0 0.08 
0.06 0.05 0.04 0.05 0.0 0.13 
0.00 0.00 0.00 0.00 0.0 0.11 
0.23 0.24 0.47 0.24 2.46 60.06 
0.40 0.52 0.45 0.50 60.31 60.06 
0.02 0.01 0.01 0.01 0.08 0.12 
0.00 0.00 0.00 0.00 0.0 0.08 
0.00 0.00 0.00 0.00 0.0 0.08 
0.00 0.00 0.00 0.00 0.0 0.11 
1.49 1.36 1.84 1.39 0.12 0.23 
0.01 0.00 0.00 0.01 0.02 0.10 
0.02 0.02 0.02 0.02 0.17 0.19 
60.06 60.09 60.07 60.04 0.0 60.08 
0.00 0.00 0.00 0.00 0.0 0.09 
60.07 60.05 60.10 60.07 0.0 1.05 
2.25 3.09 4.12 2.03 0.92 0.97 
0.01 0.00 0.00 0.00 0.02 0.11 
0.01 0.00 0.00 0.00 0.06 0.11 
0.00 0.00 0.00 0.00 0.0 0.08 
0.00 0.00 0.00 0.00 0.0 0.09 
0.00 0.00 0.00 0.00 0.0 0.10 
5.76 5.22 10.30 5.68 0.17 0.32 
0.01 0.00 0.00 0.00 0.01 0.09 
0.01 0.01 0.01 0.01 0.08 0.12 
0.00 0.00 0.00 0.00 0.0 0.08 
0.00 0.00 0.00 0.00 0.0 0.09 
0.00 0.00 0.00 0.00 0.0 0.11 
8.88 12.25 15.46 11.07 1.78 60.07 
0.03 0.01 0.01 0.00 0.01 0.10 
0.02 0.02 0.02 0.01 0.13 0.13 
0.00 0.00 0.00 0.00 0.0 0.08 
0.01 0.01 0.01 0.01 0.0 0.13 
0.00 0.00 0.00 0.00 0.0 0.11 
60.08 60.10 60.12 60.11 4.78 60.05 
0.01 0.00 0.00 0.00 0.01 0.10 
0.02 0.02 0.02 0.02 0.18 0.15 
0.00 0.00 0.00 0.00 0.0 0.09 
0.00 0.00 0.00 0.00 0.0 0.09 
0.00 0.00 0.00 0.00 0.0 0.11 
1.82 1.84 2.56 1.71 0.91 0.94 
0.01 0.00 0.00 0.01 0.02 0.10 
0.01 0.01 0.01 0.01 0.14 0.12 
60.06 60.04 60.09 60.09 0.0 0.15 
0.02 0.02 0.01 0.02 0.0 0.15 
0.01 0.00 0.00 0.00 0.0 0.13 
1.75 1.78 2.11 1.27 0.86 0.88 
0.01 0.00 0.00 0.00 0.01 0.09 
0.00 0.00 0.00 0.00 0.20 0.12 
0.00 0.00 0.00 0.00 0.0 0.09 
0.00 0.00 0.00 0.00 0.0 0.09 
0.00 0.00 0.00 0.00 0.0 0.12 
17.51 27.96 46.79 27.16 1.10 32.38 
0.01 0.00 0.00 0.00 0.02 0.11 
0.07 0.05 0.06 0.05 0.22 0.17 
0.01 0.00 0.00 0.00 0.0 0.09 
0.03 0.03 0.02 0.04 0.0 0.11 
0.00 0.00 0.00 0.00 0.0 0.11 
4.30 7.23 11.55 6.38 0.96 18.96 
1.20 1.60 0.77 1.56 60.27 60.07 
0.02 0.00 0.01 0.01 0.11 0.11 
0.00 0.00 0.00 0.00 0.0 0.08 
0.01 0.01 0.01 0.01 0.0 0.10 
0.00 0.00 0.00 0.00 0.0 0.12 
60.07 60.02 60.09 60.02 60.06 50.41 
0.03 0.00 0.00 0.00 0.01 0.09 
0.04 0.05 0.07 0.04 0.24 0.15 
0.01 0.00 0.00 0.00 0.0 0.09 
0.01 0.01 0.01 0.01 0.0 0.12 
0.00 0.00 0.00 0.00 0.0 0.10 
2.25 2.37 3.63 2.13 1.25 1.76 
0.01 0.00 0.00 0.00 0.01 0.12 
0.02 0.02 0.01 0.01 0.76 0.18 
0.01 0.00 0.00 0.00 0.0 0.10 
0.01 0.01 0.01 0.01 0.0 0.13 
0.01 0.00 0.00 0.00 0.0 0.11 
60.08 60.08 60.02 60.08 4.47 60.04 
0.01 0.00 0.00 0.01 0.01 0.09 
0.04 0.04 0.04 0.04 0.13 0.15 
60.07 60.08 60.04 60.08 0.0 0.14 
0.03 0.03 0.05 0.03 0.0 0.21 
60.07 60.10 60.08 60.05 0.0 0.57 
0.38 0.46 0.05 0.36 0.39 1.10 
0.01 0.00 0.01 0.00 0.02 0.14 
0.04 0.04 0.04 0.04 0.20 0.16 
0.01 0.00 0.00 0.00 0.0 0.10 
0.00 0.00 0.00 0.00 0.0 0.11 
0.00 0.00 0.00 0.00 0.0 0.13 
1.68 1.65 2.14 1.28 0.85 0.92 
0.01 0.00 0.00 0.00 0.02 0.11 
0.02 0.02 0.01 0.02 0.12 0.28 
60.07 60.08 60.07 60.07 0.0 0.15 
0.00 0.00 0.00 0.00 0.0 0.11 
60.07 60.08 60.09 60.09 0.0 0.89 
0.02 0.02 0.02 0.02 0.05 0.18 
0.01 0.00 0.00 0.00 0.02 0.11 
0.01 0.00 0.00 0.00 0.09 0.11 
0.01 0.00 60.07 0.01 0.0 0.21 
0.02 0.01 0.01 0.01 0.0 0.12 
60.05 60.04 60.10 60.08 0.0 2.16 
1.18 1.34 0.44 1.29 2.41 60.06 
0.04 0.01 0.01 0.01 0.01 0.10 
0.01 0.01 0.01 0.01 0.10 0.12 
60.04 60.09 60.11 60.10 0.0 0.14 
0.01 0.00 0.00 0.00 0.0 0.13 
60.08 60.10 60.09 60.11 0.0 4.55 
6.66 7.01 12.12 6.32 0.18 0.32 
0.30 0.18 0.09 0.15 60.13 6.83 
0.01 0.00 0.01 0.01 0.07 0.11 
0.00 0.00 0.00 0.00 0.0 0.09 
0.00 0.00 0.00 0.00 0.0 0.08 
0.00 0.00 0.00 0.00 0.0 0.11 
1.56 2.07 3.38 1.91 0.88 0.96 
0.01 0.00 0.00 0.00 0.01 0.11 
0.02 0.02 0.02 0.02 0.22 0.58 
0.01 0.00 0.00 0.00 0.0 0.08 
0.00 0.00 0.00 0.00 0.0 0.09 
0.00 0.00 0.00 0.00 0.0 0.12 
60.06 60.12 60.11 60.09 4.67 60.07 
60.06 60.24 60.25 60.70 60.31 60.07 
0.05 0.02 0.02 0.02 0.21 0.14 
0.01 0.00 0.00 0.00 0.0 0.09 
0.00 0.00 0.00 0.00 0.0 0.09 
0.00 0.00 0.00 0.00 0.0 0.11 
5.05 7.68 17.30 7.16 1.00 20.87 
45.49 1.12 0.97 0.53 6.83 60.13 
0.01 0.01 0.01 0.01 0.12 0.14 
0.00 0.00 0.00 0.00 0.0 0.08 
0.02 0.02 0.02 0.02 0.0 0.12 
0.00 0.00 0.00 0.00 0.0 0.11 
1.44 1.41 1.56 1.42 0.86 3.56 
5.77 1.28 0.59 6.06 43.19 0.62 
0.03 0.02 0.02 0.02 0.34 0.19 
0.01 0.00 0.00 0.00 0.0 0.08 
0.03 0.05 0.03 0.04 0.0 0.12 
60.07 39.03 33.24 22.88 0.0 0.71 
11.93 12.85 24.92 10.79 0.15 0.29 
0.01 0.00 0.00 0.00 0.01 0.10 
0.01 0.01 0.01 0.01 0.07 0.10 
0.00 0.00 0.00 0.00 0.0 0.08 
0.00 0.00 0.00 0.00 0.0 0.09 
0.00 0.00 0.00 0.00 0.0 0.11 
18.32 38.72 52.87 37.18 1.09 31.65 
8.18 0.33 0.26 0.20 2.67 60.07 
0.05 0.02 0.02 0.02 0.80 0.18 
0.01 0.00 0.00 0.00 0.0 0.09 
0.01 0.01 0.01 0.01 0.0 0.10 
0.00 0.01 0.00 0.00 0.0 0.13 
0.01 0.00 0.00 0.01 0.05 0.15 
0.05 0.05 0.05 0.05 58.36 60.07 
0.06 0.03 0.03 0.03 0.21 0.14 
60.05 60.09 60.08 60.10 0.0 60.10 
0.05 0.01 0.01 0.01 0.0 0.11 
0.01 0.01 0.01 0.01 0.0 0.17 
19.72 32.69 45.00 31.41 1.25 42.78 
0.04 0.01 0.01 0.01 35.54 3.13 
0.01 0.00 0.01 0.01 0.10 0.10 
0.00 0.00 0.00 0.00 0.0 0.08 
0.01 0.01 0.01 0.01 0.0 0.10 
0.01 0.01 0.01 0.01 0.0 0.16 
0.10 0.09 0.34 0.10 0.96 21.20 
0.02 0.00 0.01 0.00 0.02 0.09 
0.01 0.01 0.01 0.01 0.07 0.17 
0.01 0.00 0.00 0.00 0.0 0.08 
0.01 0.01 0.01 0.01 0.0 0.11 
60.07 60.08 60.09 60.07 0.0 0.52 
6.89 9.01 16.02 8.13 0.99 20.55 
60.07 60.08 60.08 60.06 0.28 60.07 
0.05 0.04 0.05 0.04 0.23 0.20 
60.07 60.04 60.09 60.09 0.0 0.14 
0.01 0.01 0.01 0.01 0.0 0.13 
0.01 0.01 0.01 0.01 0.0 0.18 
7.24 6.53 11.13 6.68 0.18 0.32 
60.10 60.17 60.16 60.18 60.08 60.05 
0.01 0.00 0.01 0.01 0.09 0.12 
0.00 0.00 0.00 0.00 0.0 0.09 
0.00 0.00 0.00 0.00 0.0 0.09 
55.34 36.60 17.34 25.74 0.0 0.24 
2.45 2.42 2.90 2.27 0.11 0.23 
60.06 60.12 60.15 60.16 7.50 60.07 
0.02 0.01 0.01 0.01 0.06 0.11 
0.00 0.00 0.00 0.00 0.0 0.09 
0.01 0.01 0.01 0.01 0.0 0.10 
0.01 0.01 0.01 0.00 0.0 0.13 
0.36 0.36 5.55 0.36 2.32 60.07 
0.04 0.04 0.03 0.04 55.79 60.07 
0.07 0.07 0.06 0.08 0.90 0.23 
0.01 0.00 0.00 0.00 0.0 0.11 
0.01 0.01 0.01 0.01 0.0 0.12 
60.04 46.51 52.98 50.58 0.0 1.76 
13.71 26.34 37.57 27.83 1.14 32.43 
0.02 0.00 0.01 0.01 0.02 0.11 
0.01 0.01 0.01 0.01 0.09 0.13 
0.00 0.00 0.00 0.00 0.0 0.09 
0.00 0.00 0.00 0.00 0.0 0.09 
0.00 0.00 0.00 0.00 0.0 0.11 
0.04 0.05 0.05 0.04 0.24 0.78 
0.02 0.02 0.02 0.02 49.10 60.03 
0.06 0.07 0.05 0.05 0.21 0.20 
60.08 60.08 60.09 60.08 0.0 0.15 
0.02 0.02 0.01 0.02 0.0 0.14 
0.00 0.00 0.00 0.00 0.0 0.12 
1.74 2.68 3.20 1.98 0.92 1.71 
0.01 0.00 0.00 0.00 0.02 0.10 
0.01 0.01 0.00 0.01 0.09 0.11 
0.00 0.00 0.00 0.00 0.0 0.08 
0.01 0.01 0.01 0.01 0.0 0.12 
0.00 0.00 0.00 0.00 0.0 0.09 
4.33 7.70 15.43 6.34 0.98 18.81 
0.01 0.00 0.00 0.00 0.02 0.09 
0.06 0.06 0.08 0.06 0.23 0.15 
0.01 0.00 0.00 0.00 0.0 0.08 
0.01 0.01 0.01 0.01 0.0 0.10 
60.08 60.11 60.11 60.06 0.0 2.31 
1.73 1.92 2.95 1.33 0.90 0.93 
0.01 0.00 0.00 0.00 0.01 0.10 
0.00 0.00 0.00 0.00 0.06 0.11 
0.00 0.00 0.00 0.00 0.0 0.08 
0.00 0.00 0.00 0.00 0.0 0.09 
0.00 0.00 0.00 0.00 0.0 0.10 
0.03 0.03 0.07 0.03 0.24 0.75 
60.07 14.08 11.38 10.02 0.11 12.39 
0.03 0.01 0.02 0.01 0.31 0.17 
60.07 60.04 60.07 60.07 0.0 0.14 
0.08 0.08 0.05 0.07 0.0 0.16 
0.01 0.00 0.00 0.00 0.0 0.13 
15.38 24.76 33.84 22.76 1.27 43.67 
0.02 0.02 0.02 0.01 0.02 0.12 
0.02 0.03 0.03 0.02 0.11 0.16 
0.01 0.00 0.00 0.00 0.0 0.08 
0.00 0.00 0.00 0.00 0.0 0.08 
0.00 0.00 0.00 0.00 0.0 0.11 
4.39 4.63 7.41 3.97 0.14 0.29 
0.01 0.00 0.00 0.00 0.01 0.12 
0.01 0.01 0.01 0.01 0.10 0.12 
0.00 0.00 0.00 0.00 0.0 0.08 
0.01 0.01 0.01 0.01 0.0 0.12 
0.00 0.00 0.00 0.00 0.0 0.10 
0.42 0.43 0.42 0.40 0.07 0.27 
0.01 0.00 0.00 0.00 0.02 0.11 
0.01 0.01 0.01 0.01 0.09 0.12 
0.00 0.00 0.00 0.00 0.0 0.08 
0.01 0.01 0.01 0.01 0.0 0.12 
0.00 0.00 0.00 0.00 0.0 0.11 
6.13 6.90 8.54 5.80 0.09 0.57 
1.16 0.34 0.29 0.27 0.05 1.22 
0.01 0.00 0.00 0.00 0.04 0.09 
0.00 0.00 0.00 0.00 0.0 0.08 
0.01 0.01 0.01 0.01 0.0 0.12 
60.07 60.09 60.09 60.10 0.0 1.62 
1.79 1.54 2.74 1.37 0.87 0.88 
60.22 60.25 59.93 60.30 60.04 60.07 
0.06 0.06 0.08 0.05 0.18 0.16 
5.53 4.57 2.89 3.69 0.0 0.16 
0.01 0.01 0.01 0.01 0.0 0.11 
60.07 60.08 60.09 60.08 0.0 0.64 
2.79 3.34 4.89 2.92 0.91 1.83 
0.01 0.00 0.00 0.00 0.01 0.10 
0.03 0.04 0.03 0.03 0.17 0.14 
0.00 0.00 0.00 0.00 0.0 0.09 
0.01 0.01 0.01 0.01 0.0 0.12 
0.00 0.00 0.00 0.00 0.0 0.10 
19.53 40.04 53.60 40.21 1.18 33.21 
60.05 60.31 60.33 58.08 60.31 60.07 
0.07 0.06 0.05 0.05 0.12 0.15 
0.01 0.00 0.00 0.00 0.0 0.09 
0.00 0.00 0.00 0.00 0.0 0.09 
0.00 0.00 0.00 0.00 0.0 0.09 
0.01 0.00 0.00 0.00 0.06 0.15 
0.01 0.00 0.00 0.00 0.01 0.10 
0.02 0.02 0.01 0.01 0.11 0.11 
0.00 0.00 0.00 0.00 0.0 0.09 
0.01 0.01 0.01 0.01 0.0 0.11 
0.01 0.01 0.01 0.00 0.0 0.15 
1.67 1.65 2.14 1.52 0.87 0.93 
0.01 0.00 0.00 0.00 0.01 0.10 
0.01 0.00 0.00 0.00 0.03 0.10 
0.00 0.00 0.00 0.00 0.0 0.09 
0.00 0.00 0.00 0.00 0.0 0.09 
0.00 0.00 0.00 0.00 0.0 0.11 
5.62 8.43 15.04 8.05 1.01 19.83 
0.04 0.03 0.03 0.02 51.85 60.07 
